MAE,RMSE,sMAPE,sigma_err,sigma_score,method,target,k,seed,mode,similarity,gate,calibrate,alpha,alpha_val_mae
1.3543823034628313,2.1600462252713797,8.961484343755973,1.6828112635458359,4.8536188689310436,M7_FULL_REVIN_SIM_CAL,cofactor_6398,14,42,revin,True,False,True,0.75,1.6079067748821998
1.399616476470034,2.1960807197379566,9.264734349433034,1.692410813899062,2.7498253532656483,M1_ANCHOR,cofactor_6398,30,42,anchor,False,False,False,1.0,
1.306572768084962,2.100534911154761,8.608116926215843,1.644840995477469,6.857055213704381,M3_ANCHOR_REVIN,cofactor_6398,30,42,revin,False,False,False,1.0,
1.3885981480809904,2.199252093536233,9.173560361209288,1.7055560578025546,4.309380150657987,M7_FULL_REVIN_SIM_CAL,cofactor_6398,30,42,revin,True,False,True,0.75,1.6168634123768668
5.091323666743822,6.875187080087776,12.11055166649687,4.620559264170966,1.7735145075462748,M1_ANCHOR,cofactor_6399,3,42,anchor,False,False,False,1.0,
4.6953801585645,6.366863773612014,11.028018509352263,4.3003386305653,1.8098684374919343,M3_ANCHOR_REVIN,cofactor_6399,3,42,revin,False,False,False,1.0,
4.6940359187191705,6.339681982201969,11.138644635118359,4.261467041464098,1.8184213465435588,M7_FULL_REVIN_SIM_CAL,cofactor_6399,3,42,revin,True,False,True,1.25,4.357994224403311
5.07054672820585,6.801197639427117,12.108693762973573,4.53306539288226,1.776102799098283,M1_ANCHOR,cofactor_6399,7,42,anchor,False,False,False,1.0,
4.781663750300669,6.471807704136823,11.223273075359092,4.361492029141258,1.789217894408628,M3_ANCHOR_REVIN,cofactor_6399,7,42,revin,False,False,False,1.0,
4.718067177886912,6.376525465763674,11.141496382456694,4.289808794472213,1.8308507931039384,M7_FULL_REVIN_SIM_CAL,cofactor_6399,7,42,revin,True,False,True,1.25,4.36401267350698
5.092302448631812,6.907816334673704,12.158083078143205,4.667910689772302,1.7899654904857092,M1_ANCHOR,cofactor_6399,14,42,anchor,False,False,False,1.0,
4.861319660695934,6.607053232276271,11.48293466527338,4.474761191237939,1.8550723648343617,M3_ANCHOR_REVIN,cofactor_6399,14,42,revin,False,False,False,1.0,
4.683384448124629,6.342276800165563,11.07037158447673,4.277021202998163,1.8339781360519145,M7_FULL_REVIN_SIM_CAL,cofactor_6399,14,42,revin,True,False,True,1.25,4.31147996514688
5.08241326485229,6.868640254515809,12.107585567108714,4.620632170090017,1.8229190176268293,M1_ANCHOR,cofactor_6399,30,42,anchor,False,False,False,1.0,
4.841273622697017,6.5770742660146855,11.520705742022233,4.452270436829083,1.8251550422877556,M3_ANCHOR_REVIN,cofactor_6399,30,42,revin,False,False,False,1.0,
4.668980737067991,6.337121531592872,11.071730912772065,4.285121119266425,1.794743055883191,M7_FULL_REVIN_SIM_CAL,cofactor_6399,30,42,revin,True,False,True,1.25,4.282081013656473
5.791244334455644,9.770821684851095,9.220315047143261,7.870131358702538,3.389380339817393,M1_ANCHOR,cofactor_6400,3,42,anchor,False,False,False,1.0,
5.661539356017791,9.504438374876358,9.01123762699545,7.634745636854019,3.6429400601940025,M3_ANCHOR_REVIN,cofactor_6400,3,42,revin,False,False,False,1.0,
5.786087662498391,10.113725226257078,9.11711383151851,8.295667312335524,3.692649066142312,M7_FULL_REVIN_SIM_CAL,cofactor_6400,3,42,revin,True,False,True,1.0,6.5110186293716135
5.795058593788518,9.8844895606712,9.220049474846629,8.008074255223995,3.597561223826636,M1_ANCHOR,cofactor_6400,7,42,anchor,False,False,False,1.0,
5.788431258813686,9.805352101137405,9.100110171713075,7.915024512838438,3.5614156054006263,M3_ANCHOR_REVIN,cofactor_6400,7,42,revin,False,False,False,1.0,
5.681579101307792,9.781876338067311,9.05396740886379,7.9632586693374385,3.51025713973428,M7_FULL_REVIN_SIM_CAL,cofactor_6400,7,42,revin,True,False,True,1.0,6.353777908387025
5.911368727011581,10.044323898262933,9.43417972357655,8.12115981956961,3.4870590628996254,M1_ANCHOR,cofactor_6400,14,42,anchor,False,False,False,1.0,
5.790901784115321,9.874869261327536,9.085592794170482,7.999206425130449,3.4940567639315536,M3_ANCHOR_REVIN,cofactor_6400,14,42,revin,False,False,False,1.0,
5.579024335384944,9.562186512442219,8.992753681279702,7.7664790935479555,3.5521303498554153,M7_FULL_REVIN_SIM_CAL,cofactor_6400,14,42,revin,True,False,True,1.0,6.380599320519738
5.873408407312006,9.926724745825606,9.45418265736517,8.003233765445914,3.6689226777811164,M1_ANCHOR,cofactor_6400,30,42,anchor,False,False,False,1.0,
5.595652243515179,9.416245697471908,8.913784420959713,7.5737871269571055,3.5304685003191945,M3_ANCHOR_REVIN,cofactor_6400,30,42,revin,False,False,False,1.0,
5.560985259155452,9.275314926579222,8.960423881734627,7.423913597728825,3.382608155936493,M7_FULL_REVIN_SIM_CAL,cofactor_6400,30,42,revin,True,False,True,1.0,6.27946876985237
1.003290868886791,1.414671723575515,34.53636716489664,0.9974164121542545,2.4441558534685313,M1_ANCHOR,cofactor_6402,3,42,anchor,False,False,False,1.0,
0.9161107950373337,1.315574079404856,29.98599486416526,0.9442446924522455,2.5676849066970764,M3_ANCHOR_REVIN,cofactor_6402,3,42,revin,False,False,False,1.0,
0.9441938898619395,1.3018517774912606,32.001511548927,0.8963402069150672,2.141592009457928,M7_FULL_REVIN_SIM_CAL,cofactor_6402,3,42,revin,True,False,True,1.25,1.007057112085154
1.0124209228861947,1.4371767828986775,35.749030440357984,1.0201094154911554,2.3929452532610793,M1_ANCHOR,cofactor_6402,7,42,anchor,False,False,False,1.0,
0.9563733189520306,1.3751874322590563,31.629318680978542,0.9882429054492873,2.630141524005946,M3_ANCHOR_REVIN,cofactor_6402,7,42,revin,False,False,False,1.0,
0.9688522144281831,1.3470547535871988,32.32403743016942,0.9359495892110147,2.2645190549339276,M7_FULL_REVIN_SIM_CAL,cofactor_6402,7,42,revin,True,False,True,1.25,1.016572849676256
1.0547812119867028,1.5496779794930664,36.585224188463215,1.1353918441708686,2.7805579627859873,M1_ANCHOR,cofactor_6402,14,42,anchor,False,False,False,1.0,
0.9771478124047926,1.4222702730658427,32.23139864595477,1.0335283685003405,2.61058618139903,M3_ANCHOR_REVIN,cofactor_6402,14,42,revin,False,False,False,1.0,
0.9657101612517346,1.3619232535319714,32.201178515874865,0.960398306951178,2.2419168982697117,M7_FULL_REVIN_SIM_CAL,cofactor_6402,14,42,revin,True,False,True,1.25,1.0181614904531038
0.9953437670152823,1.3945812269250766,35.472671848706895,0.9768715478929012,2.6416548725021674,M1_ANCHOR,cofactor_6402,30,42,anchor,False,False,False,1.0,
0.9829166085597438,1.4158300547751694,33.17389946539079,1.0191131665823205,3.026858701200738,M3_ANCHOR_REVIN,cofactor_6402,30,42,revin,False,False,False,1.0,
0.9753472581408275,1.374425289149181,32.36991362486452,0.968437295836589,2.3584704030031562,M7_FULL_REVIN_SIM_CAL,cofactor_6402,30,42,revin,True,False,True,1.25,1.0248585985454888
2.8305034868327894,4.667928771302467,11.63958021295341,3.7121126954019643,3.2674120505898365,M1_ANCHOR,cofactor_6404,3,42,anchor,False,False,False,1.0,
2.3999723239054456,3.8185227179855774,9.81831838668593,2.9702711887377724,3.1937601535260614,M3_ANCHOR_REVIN,cofactor_6404,3,42,revin,False,False,False,1.0,
2.686505855266553,4.09947668756939,11.17276892088478,3.096734978089972,2.9920714825536283,M7_FULL_REVIN_SIM_CAL,cofactor_6404,3,42,revin,True,False,True,1.0,2.5996670226195517
