MAE,RMSE,sMAPE,sigma_err,sigma_score,method,target,k,seed,mode,similarity,similarity_kind,msr,gate,calibrate,alpha,alpha_val_mae
4.073849863315373,5.791199566072295,4.684246365226642,4.116581335878734,2.5279026696106706,M9_REVIN_MSR,cofactor_6413,3,42,revin,False,stats,True,False,False,1.0,
4.12693431455063,5.794717092738144,4.783749461382385,4.068360441258733,2.41878867974702,M11_REVIN_MSR_DPS_CAL,cofactor_6413,3,42,revin,True,profile,True,False,True,1.0,4.516160909208922
4.145380031427263,5.891296232088834,4.758667500712018,4.18662780745965,2.575659638021513,M9_REVIN_MSR,cofactor_6413,7,42,revin,False,stats,True,False,False,1.0,
4.233117531912517,6.056047300385905,4.897215713896043,4.331444250992135,2.563875249362365,M11_REVIN_MSR_DPS_CAL,cofactor_6413,7,42,revin,True,profile,True,False,True,1.0,4.703363052700974
4.2013843088716865,6.023694546442174,4.815740023860938,4.317200201866267,2.497710877256635,M9_REVIN_MSR,cofactor_6413,14,42,revin,False,stats,True,False,False,1.0,
4.2118445185521285,6.046686963392646,4.864412044545057,4.339100258658697,2.5888904633020404,M11_REVIN_MSR_DPS_CAL,cofactor_6413,14,42,revin,True,profile,True,False,True,1.0,4.671699229887888
4.097082544186736,5.903220852930902,4.716660941299857,4.250497728499705,2.537643211043851,M9_REVIN_MSR,cofactor_6413,30,42,revin,False,stats,True,False,False,1.0,
4.107471350169991,5.971629475425685,4.744733269601751,4.3352082764203095,2.580746461407359,M11_REVIN_MSR_DPS_CAL,cofactor_6413,30,42,revin,True,profile,True,False,True,1.0,4.708655177860036
6.528896250467326,12.254015071555326,8.735660878969693,10.370588202101661,4.60241821253516,M9_REVIN_MSR,cofactor_6414,3,42,revin,False,stats,True,False,False,1.0,
6.607774926877628,12.410630634268383,8.910999757104435,10.506005435428348,4.3891569449343795,M11_REVIN_MSR_DPS_CAL,cofactor_6414,3,42,revin,True,profile,True,False,True,0.5,7.8835150466660435
6.669221895684289,12.281734790825018,8.794171972862177,10.313924040094815,4.437840417662201,M9_REVIN_MSR,cofactor_6414,7,42,revin,False,stats,True,False,False,1.0,
6.476611026855388,12.130589005615704,8.81273747767583,10.257635267470548,4.417958481611569,M11_REVIN_MSR_DPS_CAL,cofactor_6414,7,42,revin,True,profile,True,False,True,1.0,7.76045297746916
6.340360274655947,11.789353725401615,8.620473569826832,9.939929466448126,4.560627155601702,M9_REVIN_MSR,cofactor_6414,14,42,revin,False,stats,True,False,False,1.0,
6.404942510376932,11.990272263330915,8.7231792322128,10.136931782201165,4.3384631072729425,M11_REVIN_MSR_DPS_CAL,cofactor_6414,14,42,revin,True,profile,True,False,True,0.75,7.647399022189882
6.352880277377282,11.660080147439208,8.758255359886194,9.778110760312982,4.4432667194592295,M9_REVIN_MSR,cofactor_6414,30,42,revin,False,stats,True,False,False,1.0,
6.463045560930018,12.376275231914686,8.802373748474645,10.555399558673036,4.628419489033546,M11_REVIN_MSR_DPS_CAL,cofactor_6414,30,42,revin,True,profile,True,False,True,0.75,7.7165887784568765
1.8854839229800537,2.8273327160645576,16.280371767955952,2.106980750057713,2.374751043719922,M9_REVIN_MSR,cofactor_6415,3,42,revin,False,stats,True,False,False,1.0,
2.1302214412181995,3.2641568024343934,18.69406662371794,2.4734011045984157,2.632190055492878,M11_REVIN_MSR_DPS_CAL,cofactor_6415,3,42,revin,True,profile,True,False,True,1.25,2.43965261675594
2.0528329945929396,3.1859346098561665,17.74386405302981,2.436568915618664,2.7413732626559293,M9_REVIN_MSR,cofactor_6415,7,42,revin,False,stats,True,False,False,1.0,
2.118577189769391,3.242271066094947,18.34358578510703,2.4545419994604236,2.5219104145049003,M11_REVIN_MSR_DPS_CAL,cofactor_6415,7,42,revin,True,profile,True,False,True,1.25,2.4256154291534857
2.2305699201728273,3.5303579473815923,18.953334225218573,2.736605454942867,3.1908623306008614,M9_REVIN_MSR,cofactor_6415,14,42,revin,False,stats,True,False,False,1.0,
2.01353226419909,3.0317974994764585,17.692357620814374,2.2667568685317665,2.567928000440994,M11_REVIN_MSR_DPS_CAL,cofactor_6415,14,42,revin,True,profile,True,False,True,1.25,2.278957116662126
1.9444690585799957,2.7765122143268077,17.273919823666734,1.9820689975027503,2.3300256634764684,M9_REVIN_MSR,cofactor_6415,30,42,revin,False,stats,True,False,False,1.0,
1.901697173068577,2.7287890665408367,16.672072007346674,1.9571309484069939,2.304458693158981,M11_REVIN_MSR_DPS_CAL,cofactor_6415,30,42,revin,True,profile,True,False,True,1.25,2.1737271817519206
10.335615258964284,16.335869737268453,9.280806294296655,12.651386289085421,2.9171804274441353,M9_REVIN_MSR,cofactor_6416,3,42,revin,False,stats,True,False,False,1.0,
10.245716550731096,15.694506696252493,9.52509494726956,11.889581789502314,2.7877938544555394,M11_REVIN_MSR_DPS_CAL,cofactor_6416,3,42,revin,True,profile,True,False,True,1.25,11.552755523555602
10.720022686930655,16.951458047617923,9.57470909351817,13.132273834336845,3.0971646458899604,M9_REVIN_MSR,cofactor_6416,7,42,revin,False,stats,True,False,False,1.0,
